Symbol	Description
TXCT	TSX Clean Technology Index
TXCX	TSX Composite Index
TXDC	TSX Composite Dividend Index
TXDE	TSX Equal Weight Diversified Banks I
TXDV	TSX Cdn Div Aristocrats
TXEI	TSX Equity Income Index
TXEW	TSX 60 Equal Weight Index
TXF	Tech Giants Covered Call ETF
TXF.A	First Asset Tech Giants Cvr Cal
TXFO	TSX Completion Index
TXG	Torex Gold Resources Inc
TXG.WT.A	Torex Gold Resources Inc Warrants
TXGE	TSX Equal Weight Global Gold Index
TXGM	TSX Global Mining Index
TXHB	TSX Composite Banks Index
TXHE	TSX High Income Energy Cdn Index
TXHU	TSX High Income Energy USD Index
TXIE	TSX Equal Weight Industrials Index
TXL	Tesla Exploration Ltd
TXLS	TSX 60 130/30 Strategy Index
TXLV	TSX Composite Low Volatility
TXOE	TSX Equal Weight Oil & Gas Index
TXPL	TSX Preferred Share Laddered Index
TXPR	TSX Preferred Share Index
TXSC	TSX 60 Capped Index
TXSI	TSX 60 Shariah Index
TXSX	TSX 60 Index
TXT.PR.A	Top 10 Split Trust Prf. A
TXT.UN	Top 10 Split Trust
TXTW	TSX Smallcap Index
TZS	Trez Capital Senior Mortgage In
TZZ	Trez Cap Mtg Invt Corp Com Npv
U	Uranium Participation Corp.
UCD.UN	Fa Adv Morningstar US Cons Def
UEX	Uex Corp
UF.UN	Uranium Focused Energy Fund
UFS	Domtar Corporation
UFX	Domtar [Canada] Paper Inc.
UHB	Pwrshrs Sp500 High Beta CAD Hdg Idx ETF
ULC.UN	First Asset US Can Lifeco Inc F
ULV	Powershares Sp500 Low Volatility ETF
UNC	United Corp Ltd
UNG.PR.C	Union Gas 5-1/2% Pr
UNG.PR.D	Union Gas 6% B Pr
UNS	Uni Select Inc
UNS.DB	Uni Select Inc. 5.90 Pct Debs
UR	Urthecast Corp
URB	Urbana Corporation
URB.A	Urbana Corporation Cl A
URE	Ur-Energy Inc.
URZ	Uranerz Energy Corporation
USA	U.S. Silver Corporation
USC	United Silver Corp
USH.UN	US Housing Recovery Fund
USL.WT	US Silver Corporation Wts
USM.UN	US Agency Mortgage Backed REIT
UST.PR.B	Utility Split Trust Class B Pref
UST.UN	Utility Split Trust
UTC.C	Utility Corp Cl C
UTE.UN	Canadian Utilities Telecom Inc Fd
UUU	Uranium One Inc.
UUU.DB.A	Uranium One 7.5 Pct Conv Debentures
UWE	U3O8 Corp
UXM	XTF Morningstar US Div Tgt 50 ETF
UXM.A	XTF Morningstar US Div Tgt 50 AC ETF
VAB	Vanguard Cdn Aggregate Bond Index ETF
VCE	Vanguard MSCI Canada Index ETF
VCM	Vecima Networks Inc.
VCN	Vanguard FTSE Canada All Cap Id
VDU	Vanguard FTSE Developed Ex Na I
VDY	Vanguard FTSE Cdn High Div Yld
VEE	Vanguard MSCI Emg Mkts Index ETF
VEF	Vanguard MSCI EAFE Index ETF Cad-Hedged
VEM	Vena Resources Inc.
VET	Vermilion Energy Inc
VFF	Village Farms International Inc
VFV	Vanguard Sp 500 Index ETF
VG	Veris Gold
VG.WT	Veris Gold Corp Wts
VGG	Vanguard US Div Appr Idx ETF
VGH	Vanguard US Div Appr Idx ETF CA
VGQ	Virginia Mines Inc.
VGZ	Vista Gold Corp
VGZ.WT.U	Vista Gold Corp Wts USD
VIC	Vicwest Inc.
VIC.DB	Vicwest Inc. 6.00 Pct Dbs
VIP.UN	Aston Hill Vip Income Fund
VIXC	TSX 60 VIX
VLE	Valeura Energy Inc
VLN	Velan Inc. Sv
VNP	5N Plus Inc.
VNP.WT	5N Plus Inc Wts
VNR	Valener Inc
VNR.PR.A	Valener Inc Pref Series A
VRE	Vanguard FTSE Cdn Capped REIT I
VRX	Valeant Pharmaceuticals Intl Inc
VSB	Vanguard Cdn Short-Term Bond Index ETF
VSC	Vanguard Cdn Short Term Corp Bd Idx ETF
VSN	Veresen Inc.
VSN.DB.C	Veresen Inc. 5.75 Pct Debs
VSN.PR.A	Veresen Inc Pref Sh Series A
VSP	Vanguard Sp 500 Index ETF CAD H
VTN	Vitran Corp. Inc
VTR	Volta Resources Inc.
VUN	Vanguard US Total Market Idx Et
VUS	Vanguard MSCI US Brd Mkt Idx ETF Cad-Hdg
VXS	Vixs Systems Inc
VXSC	TSX Venture Select Index
VXX	Ipath Sp 500 VIX Short Term Fut ETN
VXX.U	Ipath Sp 500 VIX Short Term Fut ETN
VXZ	Ipath Sp 500 VIX Mid Term Fut E
W.PR.H	Westcoast 7 Pr
W.PR.J	Westcoast 8 Pr
WB	Whistler Blackcomb Holdings Inc
WCM.A	Wilmington Capital Mgmt Inc. Cl.A Nv
WCP	Whitecap Resources Inc
WDN	Waldron Energy Corporation
WDO	Wesdome Gold Mines Ltd.
WDO.DB.A	Wesdome Gold Mines Ltd 7 Pct Debs
WEF	Western Forest Products Inc.
WEQ	Westernone Inc
WEQ.DB	Westernone Inc 6.25 Pct Debs Se
WEQ.DB.B	Westernone Eqy Inc Fund 8.5 Conv Debs B
WEQ.DB.C	Westernone Equity Income Fund 8 Pct Debs
WEW	Webtech Wireless Inc.
WFC	Wall Financial
WFI	Waterfurnace Renewable Energy Inc.
WFS	World Financial Split Corp
WFS.PR.A	World Financial Split Corp.
WFT	West Fraser Timber
WGR	Witwatersrand Consolidated Gold Res Ltd
WIN	Wi-Lan Inc
WIR.U	Wpt Industrial REIT USD
WJA	Westjet Airlines Ltd.
WJA.A	Westjet Airlines Ltd. Rv
WJX	Wajax Corporation
WLC	Western Lithium USA Corp
WLT	Walter Energy Inc
WM	Wallbridge Mng J
WN	Weston George
WN.PR.A	George Weston Limited Pr Series 1
WN.PR.C	George Weston Ltd. 5.20% Pr. Ser III
WN.PR.D	George Weston Ltd. 5.2% Prf Series IV
WN.PR.E	George Weston Ltd. 4.75% Prf. Series V
WPK	Winpak Ltd
WPT	Westport Innovations Inc.
WPX	Western Potash Corp
WRG	Western Energy Services Corp
WRN	Western Copper And Gold Corp
WS	Wildcat Silver Corporation
WTE	Westshore Terminals Inv Corp
WTG	White Tiger Gold Ltd.
WXM	XTF Morningstar CAD Momentum Idx ETF
WXM.A	F A Morningstar Cda Momentum Id
X	Tmx Group Inc. / Groupe Tmx Inc.
XAL	Ishares Alternatives Comp. Port. Fund
XBB	Ishares Dex Universe Bond Index Fund
XBC	Xebec Adsorption Inc.
XBM	Ishares Sp TSX Global Base Metals Idx Fd
XBZ	Ishares MSCI Brazil Index Fund
XCB	Ishares Dex All Corp Bond Idx Fund
XCD	Ishares Sp Global Cons Disc Idx
XCG	Ishares DOW Cda Select Gwth Index Fd
XCH	Ishares China Index Fund
XCR	Ishares Conservative Core Port. Fund
XCS	Ishares Sp TSX Smallcap Index Fund
XCV	Ishares DOW Cda Select Value Index Fd
XDC	Xtreme Drilling And Coil Services Corp
XDV	Ishares DOW Cda Select Div Fd
XEB	Ishares JP Morgan USD Emkt Bond Idx Fd
XEC	Ishares MSCI Emerging Mkts IMI
XEF	Ishares MSCI EAFE IMI Index ETF
XEG	Ishares Sp TSX Capped Energy Index Fd
XEI	Ishares Sp TSX Equity Income Idx Fd
XEM	Ishares MSCI Emerging Mkts Idx Fd
XEN	Ishares Jantzi Social Index Fund
XFN	Ishares Sp TSX Capped Fin Index Fd
XFR	Ishares Dex Float Rate Note Idx Fd
XGB	Ishares Dex All Govt Bond Idx Fd
XGC	Ishares Global Comp. Port. Fund
XGD	Ishares Sp TSX Global Gold Index Fund
XGI	Ishares Sp Global Indst Idx
XGR	Ishares Growth Core Port. Fund
XHB	Ishares Dex Hybrid Bond Index Fund
XHC	Ishares Sp Global Healthcare Idx Fd
XHD	Ishares US High Div Equity Index Fund
XHG	Star Hedge Managers Corp II
XHM.A	Star Hedge Managers Corp. Cl.A
XHY	Ishares US High Yield Bond Index Fund
XIC	Ishares Capped Comp Index Fund
XID	Ishares Sp CNX Nifty India Index Fund
XIG	Ishares US Ig Corporate Bond Index Fund
XIN	Ishares MSCI EAFE Idx Fd CAD Hedged
XIT	Ishares Sp TSX Capped It Index Fd
XIU	Ishares Sp TSX 60 Index Fund
XLA	Ishares Sp Latin America 40 Index Fund
XLB	Ishares Dex Long Term Bond Idx Fd
XMA	Ishares Sp TSX Capped Materials Index Fd
XMD	Ishares Sp TSX Completion Index Fund
XMF.A	M Split Corp Capital Shares
XMF.PR.B	M Split Corp. Class I Pref Shares
XMF.PR.C	M Split Corp. Class II Pref Shares
XMI	Ishares MSCI EAFE Min Vol Idx
XMM	Ishares MSCI Emerging Mkts Min
XMU	Ishares MSCI USA Min Vol Idx
XMV	Ishares MSCI CAD Min Vol Idx
XMW	Ishares MSCI All Country Wld Mi
XPF	Ishares Na Preferred Stock Idx Fd
XQQ	Ishares Nasdaq 100 Index Fd CAD ETF
XRB	Ishares Dex Real Return Bond Idx Fd
XRC	Exeter Resource Corporation
XRE	Ishares Sp TSX Capped REIT Index Fd
XRG	Xinergy Ltd.
XSB	Ishares Dex Short Term Bond Idx Fund
XSH	Ishares Dex ST Corp Maple Fund
XSP	Ishares Sp 500 Idx Fd CAD Hedged
XSR	Canadian Satellite Radio Holdings Inc Sv
XST	Ishares Sp TSX Capped Cons Stpl Idx Fd
XSU	Ishares Russell 2000 Idx Fd CAD Hedged
XTC	Exco Tech
XTD	Tdb Split Corp. Class A Shares
XTD.PR.A	Tdb Split Corp. Priority Equity Sha
XTG	Xtra Gold Resources Corp
XTR	Ishares Diversified Monthly Income Fund
XUS	Ishares Sp 500 Index ETF
XUT	Ishares Sp TSX Capped Utilities Idx Fd
XVX	Ishares Sp TSX Venture Index Fund
XWD	Ishares MSCI World Index Fund
XYM	Star Portfolio Corp.
Y	Yellow Media Limited
Y.WT	Yellow Media Limited Wts
YCM	Commerce Split Corp Capital Shares
YCM.PR.A	Commerce Split Corp Class I Pref Shares
YCM.PR.B	Commerce Split Corp Class II Pref Shares
YMI	Yellowhead Mining Inc.
YOU.UN	Yield Advantage Income Trust
YP.UN	Yieldplus Income Fund
YPG.DB	Ypg Financing Inc 8 Pct Debs
YRB.A	Yorbeau Res A J
YRI	Yamana Gold Inc
ZAG	Bmo Aggregate Bond Index ETF
ZAR	Zargon Oil And Gas Ltd.
ZAR.DB	Zargon Oil And Gas Ltd 6.00 Pct Debs
ZAZ	Zazu Metals Corporation Common Shrs
ZCA	Bmo Agriculture Commodities Index ETF
ZCB	Bmo Base Metals Commodities Index ETF
ZCE	Bmo Energy Commodities Index ETF
ZCH	Bmo China Equity Hedged To CAD Index ETF
ZCL	Zcl Composites
ZCM	Bmo Mid Corporate Bond Index ETF
ZCN	Bmo DOW Jones Cda Titans 60 Index ETF
ZCP	Bmo Precious Metals Comm Idx ETF
ZCS	Bmo Short Corp Bond Index ETF
ZDJ	Bmo DJIA Hedged To CAD Index ETF
ZDM	Bmo Intl Equity Hedged To CAD Index ETF
ZDV	Bmo Canadian Dividend ETF
ZDY	Bmo US Dividend ETF CAD
ZDY.U	Bmo US Dividend ETF USD
ZEB	Bmo Sp TSX Equal Weight Banks Index ETF
ZEF	Bmo Emg Mkt Bond Hdgd To CAD Idx ETF
ZEM	Bmo Emerging Markets Equity Index ETF
ZEO	Bmo Sp TSX Eql Weight Oil Gas Index ETF
ZFL	Bmo Long Fed Bond Index ETF
ZFM	Bmo Mid Federal Bond Index ETF
ZFS	Bmo Short Federal Bond Index ETF
ZGD	Bmo Sp TSX Eql Weight Glbl Gold
ZGI	Bmo Global Infrastructure Index ETF
ZHY	Bmo High Yld US Corp Bnd Hdg CAD Idx ETF
ZIC	Bmo Mid Term US Ig Corp Bond Idx ETF
ZIC.U	Bmo Mid Term US Ig Corp Bond Idx ETF USD
ZID	Bmo India Equity Hedged To CAD Index ETF
ZIN	Bmo Sp TSX Equal Weight Indstrl
ZJG	Bmo Junior Gold Index ETF
ZJN	Bmo Junior Gas Index ETF
ZJO	Bmo Junior Oil Index ETF
ZLB	Bmo Low Volatility CAD Equity ETF
ZLC	Bmo Long Corporate Bond Index ETF
ZLU	Bmo Low Volatility US Equity Et
ZLU.U	Bmo Low Volatility US Equity Et
ZMI	Bmo Monthly Income ETF
ZMP	Bmo Mid Provincial Bond Index E
ZMT	Bmo Sptsx Eql Wgt Glb Metal Hed CAD ETF
ZMU	Bmo Mid Term US Ig Corp Bd Hgd CAD Idx
ZNC	Zincore Metals Inc.
ZPL	Bmo Long Provincial Bond Index
ZPR	Bmo Sp TSX Laddered Pref Share
ZPS	Bmo Short Provincial Bond Index ETF
ZQQ	Bmo Nasdaq 100 Hedged To CAD Index ETF
ZRE	Bmo Equal Weight Reits Index ETF
ZRR	Bmo Real Return Bond Index ETF
ZSP	Bmo Sp 500 Index ETF
ZSP.U	Bmo Sp 500 Index ETF USD
ZUB	Bmo Eql Wgt US Bank Hdgd To CAD Idx ETF
ZUD	Bmo US Dividend Hedged To CAD E
ZUE	Bmo US Equity Hedged To CAD Index ETF
ZUH	Bmo Eql Wgt US Hcare Hdgd To CAD Idx ETF
ZUT	Bmo Equal Weight Utilities Index ETF
ZWA	Bmo Covered Call DJIA CAD ETF
ZWB	Bmo Covered Call Canadian Banks ETF
ZWU	Bmo Covered Call Utilities ETF
ZXA	Bmo 2013 Corp Bond Target Mat ETF
ZXB	Bmo 2015 Corp Bond Target Mat ETF
ZXC	Bmo 2020 Corp Bond Target Mat ETF
ZXD	Bmo 2025 Corp Bd Tgt Mat ETF
